visitor_id,event_id,institution_id,date,event_type
VIS_01975,EV_0025,INST_002,2026-01-10,Выставка
VIS_00757,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_04177,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_01680,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_01488,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_01470,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_04086,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_01699,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_02117,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_01409,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_00152,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_00687,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_04465,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_02144,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_01140,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_00289,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_00137,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_00945,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_01242,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_04065,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_03704,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_04723,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_02336,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_00895,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_02795,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_01612,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_02626,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_04359,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_03264,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_02803,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_03978,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_04042,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_04337,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_01586,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_00008,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_02936,EV_0036,INST_003,2026-01-10,Мастер-класс
VIS_01134,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_02032,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00551,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01128,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00898,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_04713,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01390,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_04738,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_04463,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_02298,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_02496,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_04737,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_02986,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_03341,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_04448,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01308,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00717,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00629,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00721,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_02636,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_04875,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01265,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00020,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_02285,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_03294,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01574,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01317,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_02224,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_03597,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01582,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_02399,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01304,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00892,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00224,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_02435,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_03117,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_03464,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_03268,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01083,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_02624,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_04254,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_04333,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00171,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00753,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01883,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01326,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00710,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_02682,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01455,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01814,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_02080,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01000,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_04279,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_03354,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_04561,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_02582,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_02201,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_03910,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00077,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_03399,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00043,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00192,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00400,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_04339,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01347,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_03261,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00893,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01672,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00247,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_01744,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00112,EV_0042,INST_004,2026-01-10,Творческая встреча
VIS_00721,EV_0049,INST_005,2026-01-10,Лекция
VIS_03153,EV_0049,INST_005,2026-01-10,Лекция
VIS_03707,EV_0049,INST_005,2026-01-10,Лекция
VIS_02688,EV_0049,INST_005,2026-01-10,Лекция
VIS_02186,EV_0049,INST_005,2026-01-10,Лекция
VIS_04002,EV_0049,INST_005,2026-01-10,Лекция
VIS_02266,EV_0049,INST_005,2026-01-10,Лекция
VIS_01814,EV_0049,INST_005,2026-01-10,Лекция
VIS_01706,EV_0049,INST_005,2026-01-10,Лекция
VIS_03744,EV_0049,INST_005,2026-01-10,Лекция
VIS_01048,EV_0049,INST_005,2026-01-10,Лекция
VIS_01530,EV_0049,INST_005,2026-01-10,Лекция
VIS_04561,EV_0049,INST_005,2026-01-10,Лекция
VIS_01063,EV_0049,INST_005,2026-01-10,Лекция
VIS_04450,EV_0049,INST_005,2026-01-10,Лекция
VIS_00612,EV_0049,INST_005,2026-01-10,Лекция
VIS_04044,EV_0049,INST_005,2026-01-10,Лекция
VIS_02193,EV_0049,INST_005,2026-01-10,Лекция
VIS_04195,EV_0049,INST_005,2026-01-10,Лекция
VIS_04106,EV_0049,INST_005,2026-01-10,Лекция
VIS_03313,EV_0049,INST_005,2026-01-10,Лекция
VIS_01324,EV_0049,INST_005,2026-01-10,Лекция
VIS_01890,EV_0049,INST_005,2026-01-10,Лекция
VIS_03072,EV_0049,INST_005,2026-01-10,Лекция
VIS_01328,EV_0049,INST_005,2026-01-10,Лекция
VIS_00085,EV_0049,INST_005,2026-01-10,Лекция
VIS_02222,EV_0049,INST_005,2026-01-10,Лекция
VIS_02308,EV_0049,INST_005,2026-01-10,Лекция
VIS_02085,EV_0049,INST_005,2026-01-10,Лекция
VIS_00382,EV_0049,INST_005,2026-01-10,Лекция
VIS_04915,EV_0049,INST_005,2026-01-10,Лекция
VIS_03840,EV_0049,INST_005,2026-01-10,Лекция
VIS_04926,EV_0049,INST_005,2026-01-10,Лекция
VIS_00048,EV_0049,INST_005,2026-01-10,Лекция
VIS_02504,EV_0049,INST_005,2026-01-10,Лекция
VIS_03430,EV_0049,INST_005,2026-01-10,Лекция
VIS_01330,EV_0049,INST_005,2026-01-10,Лекция
VIS_04040,EV_0049,INST_005,2026-01-10,Лекция
VIS_02558,EV_0049,INST_005,2026-01-10,Лекция
VIS_04222,EV_0049,INST_005,2026-01-10,Лекция
VIS_02245,EV_0049,INST_005,2026-01-10,Лекция
VIS_01135,EV_0049,INST_005,2026-01-10,Лекция
VIS_00512,EV_0049,INST_005,2026-01-10,Лекция
VIS_00188,EV_0049,INST_005,2026-01-10,Лекция
VIS_02326,EV_0049,INST_005,2026-01-10,Лекция
VIS_03619,EV_0049,INST_005,2026-01-10,Лекция
VIS_02566,EV_0049,INST_005,2026-01-10,Лекция
VIS_03412,EV_0049,INST_005,2026-01-10,Лекция
VIS_00139,EV_0049,INST_005,2026-01-10,Лекция
VIS_00623,EV_0049,INST_005,2026-01-10,Лекция
VIS_04497,EV_0049,INST_005,2026-01-10,Лекция
VIS_03425,EV_0049,INST_005,2026-01-10,Лекция
VIS_01780,EV_0049,INST_005,2026-01-10,Лекция
VIS_01614,EV_0049,INST_005,2026-01-10,Лекция
VIS_00877,EV_0049,INST_005,2026-01-10,Лекция
VIS_01083,EV_0049,INST_005,2026-01-10,Лекция
VIS_01003,EV_0049,INST_005,2026-01-10,Лекция
VIS_04667,EV_0049,INST_005,2026-01-10,Лекция
VIS_04842,EV_0049,INST_005,2026-01-10,Лекция
VIS_01662,EV_0049,INST_005,2026-01-10,Лекция
VIS_02171,EV_0049,INST_005,2026-01-10,Лекция
VIS_01533,EV_0049,INST_005,2026-01-10,Лекция
VIS_02039,EV_0049,INST_005,2026-01-10,Лекция
VIS_00324,EV_0049,INST_005,2026-01-10,Лекция
VIS_03653,EV_0049,INST_005,2026-01-10,Лекция
VIS_00383,EV_0049,INST_005,2026-01-10,Лекция
VIS_04753,EV_0049,INST_005,2026-01-10,Лекция
VIS_02029,EV_0049,INST_005,2026-01-10,Лекция
VIS_03771,EV_0049,INST_005,2026-01-10,Лекция
VIS_01131,EV_0049,INST_005,2026-01-10,Лекция
VIS_01838,EV_0049,INST_005,2026-01-10,Лекция
VIS_01576,EV_0049,INST_005,2026-01-10,Лекция
VIS_04233,EV_0049,INST_005,2026-01-10,Лекция
VIS_03890,EV_0049,INST_005,2026-01-10,Лекция
VIS_02048,EV_0049,INST_005,2026-01-10,Лекция
VIS_00394,EV_0049,INST_005,2026-01-10,Лекция
VIS_03446,EV_0049,INST_005,2026-01-10,Лекция
VIS_00677,EV_0049,INST_005,2026-01-10,Лекция
VIS_03519,EV_0049,INST_005,2026-01-10,Лекция
VIS_00812,EV_0049,INST_005,2026-01-10,Лекция
VIS_02290,EV_0049,INST_005,2026-01-10,Лекция
VIS_04531,EV_0049,INST_005,2026-01-10,Лекция
VIS_00817,EV_0049,INST_005,2026-01-10,Лекция
VIS_04499,EV_0056,INST_006,2026-01-10,Выставка
VIS_00040,EV_0056,INST_006,2026-01-10,Выставка
VIS_03144,EV_0056,INST_006,2026-01-10,Выставка
VIS_04089,EV_0056,INST_006,2026-01-10,Выставка
VIS_04479,EV_0056,INST_006,2026-01-10,Выставка
VIS_02102,EV_0056,INST_006,2026-01-10,Выставка
VIS_00812,EV_0056,INST_006,2026-01-10,Выставка
VIS_02114,EV_0056,INST_006,2026-01-10,Выставка
VIS_03501,EV_0056,INST_006,2026-01-10,Выставка
VIS_02367,EV_0056,INST_006,2026-01-10,Выставка
VIS_01648,EV_0056,INST_006,2026-01-10,Выставка
VIS_03632,EV_0056,INST_006,2026-01-10,Выставка
VIS_04388,EV_0056,INST_006,2026-01-10,Выставка
VIS_00377,EV_0056,INST_006,2026-01-10,Выставка
VIS_00814,EV_0056,INST_006,2026-01-10,Выставка
VIS_03363,EV_0056,INST_006,2026-01-10,Выставка
VIS_04492,EV_0056,INST_006,2026-01-10,Выставка
VIS_04821,EV_0056,INST_006,2026-01-10,Выставка
VIS_01918,EV_0056,INST_006,2026-01-10,Выставка
VIS_01363,EV_0056,INST_006,2026-01-10,Выставка
VIS_00905,EV_0056,INST_006,2026-01-10,Выставка
VIS_00437,EV_0056,INST_006,2026-01-10,Выставка
VIS_02606,EV_0056,INST_006,2026-01-10,Выставка
VIS_02119,EV_0056,INST_006,2026-01-10,Выставка
VIS_03477,EV_0056,INST_006,2026-01-10,Выставка
VIS_03059,EV_0056,INST_006,2026-01-10,Выставка
VIS_00389,EV_0056,INST_006,2026-01-10,Выставка
VIS_03821,EV_0056,INST_006,2026-01-10,Выставка
VIS_00640,EV_0056,INST_006,2026-01-10,Выставка
VIS_00295,EV_0056,INST_006,2026-01-10,Выставка
VIS_04762,EV_0056,INST_006,2026-01-10,Выставка
VIS_01350,EV_0056,INST_006,2026-01-10,Выставка
VIS_00496,EV_0056,INST_006,2026-01-10,Выставка
VIS_00528,EV_0056,INST_006,2026-01-10,Выставка
VIS_02452,EV_0056,INST_006,2026-01-10,Выставка
VIS_01309,EV_0056,INST_006,2026-01-10,Выставка
VIS_02219,EV_0056,INST_006,2026-01-10,Выставка
VIS_02645,EV_0056,INST_006,2026-01-10,Выставка
VIS_00337,EV_0056,INST_006,2026-01-10,Выставка
VIS_02898,EV_0056,INST_006,2026-01-10,Выставка
VIS_01899,EV_0056,INST_006,2026-01-10,Выставка
VIS_02496,EV_0079,INST_007,2026-01-10,Лекция
VIS_03890,EV_0079,INST_007,2026-01-10,Лекция
VIS_03910,EV_0079,INST_007,2026-01-10,Лекция
VIS_03386,EV_0079,INST_007,2026-01-10,Лекция
VIS_02925,EV_0079,INST_007,2026-01-10,Лекция
VIS_01225,EV_0079,INST_007,2026-01-10,Лекция
VIS_00078,EV_0079,INST_007,2026-01-10,Лекция
VIS_00697,EV_0079,INST_007,2026-01-10,Лекция
VIS_00201,EV_0079,INST_007,2026-01-10,Лекция
VIS_00445,EV_0079,INST_007,2026-01-10,Лекция
VIS_04837,EV_0079,INST_007,2026-01-10,Лекция
VIS_04077,EV_0079,INST_007,2026-01-10,Лекция
VIS_02568,EV_0079,INST_007,2026-01-10,Лекция
VIS_02708,EV_0079,INST_007,2026-01-10,Лекция
VIS_00014,EV_0079,INST_007,2026-01-10,Лекция
VIS_04437,EV_0079,INST_007,2026-01-10,Лекция
VIS_02436,EV_0079,INST_007,2026-01-10,Лекция
VIS_01530,EV_0079,INST_007,2026-01-10,Лекция
VIS_04616,EV_0079,INST_007,2026-01-10,Лекция
VIS_03227,EV_0079,INST_007,2026-01-10,Лекция
VIS_04864,EV_0079,INST_007,2026-01-10,Лекция
VIS_02454,EV_0079,INST_007,2026-01-10,Лекция
VIS_00804,EV_0079,INST_007,2026-01-10,Лекция
VIS_02205,EV_0079,INST_007,2026-01-10,Лекция
VIS_04001,EV_0079,INST_007,2026-01-10,Лекция
VIS_02481,EV_0079,INST_007,2026-01-10,Лекция
VIS_00354,EV_0079,INST_007,2026-01-10,Лекция
VIS_00257,EV_0079,INST_007,2026-01-10,Лекция
VIS_04070,EV_0079,INST_007,2026-01-10,Лекция
VIS_03252,EV_0079,INST_007,2026-01-10,Лекция
VIS_00541,EV_0079,INST_007,2026-01-10,Лекция
VIS_02902,EV_0079,INST_007,2026-01-10,Лекция
VIS_02952,EV_0079,INST_007,2026-01-10,Лекция
VIS_00232,EV_0079,INST_007,2026-01-10,Лекция
VIS_01581,EV_0079,INST_007,2026-01-10,Лекция
VIS_04795,EV_0079,INST_007,2026-01-10,Лекция
VIS_00378,EV_0079,INST_007,2026-01-10,Лекция
VIS_00158,EV_0079,INST_007,2026-01-10,Лекция
VIS_04145,EV_0079,INST_007,2026-01-10,Лекция
VIS_03351,EV_0079,INST_007,2026-01-10,Лекция
VIS_04401,EV_0079,INST_007,2026-01-10,Лекция
VIS_00486,EV_0079,INST_007,2026-01-10,Лекция
VIS_00787,EV_0079,INST_007,2026-01-10,Лекция
VIS_04934,EV_0079,INST_007,2026-01-10,Лекция
VIS_03694,EV_0079,INST_007,2026-01-10,Лекция
VIS_03812,EV_0079,INST_007,2026-01-10,Лекция
VIS_03568,EV_0079,INST_007,2026-01-10,Лекция
VIS_04779,EV_0079,INST_007,2026-01-10,Лекция
VIS_04665,EV_0079,INST_007,2026-01-10,Лекция
VIS_02581,EV_0079,INST_007,2026-01-10,Лекция
VIS_02960,EV_0079,INST_007,2026-01-10,Лекция
VIS_00881,EV_0079,INST_007,2026-01-10,Лекция
VIS_01878,EV_0079,INST_007,2026-01-10,Лекция
VIS_01568,EV_0079,INST_007,2026-01-10,Лекция
VIS_03073,EV_0079,INST_007,2026-01-10,Лекция
VIS_01462,EV_0079,INST_007,2026-01-10,Лекция
VIS_00493,EV_0079,INST_007,2026-01-10,Лекция
VIS_04382,EV_0079,INST_007,2026-01-10,Лекция
VIS_01670,EV_0079,INST_007,2026-01-10,Лекция
VIS_04838,EV_0079,INST_007,2026-01-10,Лекция
VIS_02315,EV_0079,INST_007,2026-01-10,Лекция
VIS_02511,EV_0079,INST_007,2026-01-10,Лекция
VIS_00096,EV_0079,INST_007,2026-01-10,Лекция
VIS_02028,EV_0079,INST_007,2026-01-10,Лекция
VIS_01728,EV_0079,INST_007,2026-01-10,Лекция
VIS_04698,EV_0079,INST_007,2026-01-10,Лекция
VIS_03591,EV_0079,INST_007,2026-01-10,Лекция
VIS_04589,EV_0079,INST_007,2026-01-10,Лекция
VIS_01646,EV_0079,INST_007,2026-01-10,Лекция
VIS_01214,EV_0079,INST_007,2026-01-10,Лекция
VIS_04909,EV_0079,INST_007,2026-01-10,Лекция
VIS_00287,EV_0079,INST_007,2026-01-10,Лекция
VIS_01249,EV_0079,INST_007,2026-01-10,Лекция
VIS_02294,EV_0079,INST_007,2026-01-10,Лекция
VIS_03914,EV_0079,INST_007,2026-01-10,Лекция
VIS_02014,EV_0079,INST_007,2026-01-10,Лекция
VIS_02099,EV_0079,INST_007,2026-01-10,Лекция
VIS_01769,EV_0079,INST_007,2026-01-10,Лекция
VIS_01302,EV_0079,INST_007,2026-01-10,Лекция
VIS_01906,EV_0079,INST_007,2026-01-10,Лекция
VIS_01654,EV_0079,INST_007,2026-01-10,Лекция
VIS_02033,EV_0079,INST_007,2026-01-10,Лекция
VIS_03898,EV_0079,INST_007,2026-01-10,Лекция
VIS_04637,EV_0079,INST_007,2026-01-10,Лекция
VIS_02788,EV_0079,INST_007,2026-01-10,Лекция
VIS_00612,EV_0079,INST_007,2026-01-10,Лекция
VIS_01292,EV_0079,INST_007,2026-01-10,Лекция
VIS_00005,EV_0079,INST_007,2026-01-10,Лекция
VIS_01597,EV_0079,INST_007,2026-01-10,Лекция
VIS_04859,EV_0079,INST_007,2026-01-10,Лекция
VIS_04977,EV_0079,INST_007,2026-01-10,Лекция
VIS_00949,EV_0079,INST_007,2026-01-10,Лекция
VIS_01527,EV_0079,INST_007,2026-01-10,Лекция
VIS_04633,EV_0079,INST_007,2026-01-10,Лекция
VIS_02780,EV_0079,INST_007,2026-01-10,Лекция
VIS_02504,EV_0079,INST_007,2026-01-10,Лекция
VIS_04542,EV_0079,INST_007,2026-01-10,Лекция
VIS_00948,EV_0079,INST_007,2026-01-10,Лекция
VIS_01887,EV_0079,INST_007,2026-01-10,Лекция
VIS_00250,EV_0079,INST_007,2026-01-10,Лекция
VIS_00431,EV_0079,INST_007,2026-01-10,Лекция
VIS_00409,EV_0079,INST_007,2026-01-10,Лекция
VIS_03502,EV_0079,INST_007,2026-01-10,Лекция
VIS_04564,EV_0079,INST_007,2026-01-10,Лекция
VIS_01665,EV_0079,INST_007,2026-01-10,Лекция
VIS_03342,EV_0079,INST_007,2026-01-10,Лекция
VIS_03887,EV_0079,INST_007,2026-01-10,Лекция
VIS_01087,EV_0079,INST_007,2026-01-10,Лекция
VIS_03657,EV_0079,INST_007,2026-01-10,Лекция
VIS_02777,EV_0079,INST_007,2026-01-10,Лекция
VIS_03710,EV_0079,INST_007,2026-01-10,Лекция
VIS_00164,EV_0079,INST_007,2026-01-10,Лекция
VIS_01424,EV_0079,INST_007,2026-01-10,Лекция
VIS_03137,EV_0079,INST_007,2026-01-10,Лекция
VIS_01440,EV_0079,INST_007,2026-01-10,Лекция
VIS_00306,EV_0079,INST_007,2026-01-10,Лекция
VIS_04080,EV_0079,INST_007,2026-01-10,Лекция
VIS_04045,EV_0079,INST_007,2026-01-10,Лекция
VIS_02517,EV_0079,INST_007,2026-01-10,Лекция
VIS_00116,EV_0079,INST_007,2026-01-10,Лекция
VIS_03525,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_01031,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_04398,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_00663,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_00057,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_03532,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_04255,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_04320,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_03196,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_02099,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_02641,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_02860,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_04518,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_04105,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_00321,EV_0107,INST_008,2026-01-10,Мастер-класс
VIS_03462,EV_0107,INST_008,2026-01-10,Мастер-класс
